Rank,Name,Price,Market Cap,FDV,Ecosystem,Exchange
--,Multipool MUL,$0.036,--,$4.54 M,Ethereum,Bilaxy
--,Shadow Node SVPN,$0.0044,--,$4.44 M,Ethereum,MEXC
--,Moxy MOXY,$0.0028,--,$4.26 M,,"MEXC, BitMart"
--,VaporWallet VPR,$0.0042,--,$4.25 M,,"Bybit, MEXC, Gate.io"
--,CoinsPaid CPD,$0.0052,--,$4.23 M,,
--,CoinPaid CPD,$0.0052,--,$4.23 M,,
--,Kunji Finance KNJ,$0.042,--,$4.21 M,Arbitrum,Gate.io
--,Maia DAO MAIA,$22.29,--,$4.16 M,Metis,
--,UniDex UNIDX,$0.6653,--,$4.11 M,"Fantom, Metis, Kava",
--,Sharky.fi SHARK,$0.04,--,$4.07 M,Solana,"Bybit, MEXC, Orca, Jupiter, CoinEx"
--,Optopia OPAI,$0.0016,--,$4.04 M,Ethereum,"KuCoin, MEXC, Gate.io, BingX, CoinEx"
--,Ribus RIB,$0.011,--,$4.01 M,Polygon,"MEXC, LBank"
--,XFai XFIT,$0.017,--,$4 M,"BNB Chain, (soon)",
--,SEND SEND,$0.0036,--,$3.99 M,,"Orca, Jupiter"
--,Degen Forest MOOLA,$0.0065,--,$3.9 M,,"Uniswap, XT.COM"
--,REALY REAL,$0.038,--,$3.88 M,Solana,
--,AssangeDAO JUSTICE,$0.00019,--,$3.82 M,Ethereum,MEXC
--,Tonka Finance TOKA,$0.00016,--,$3.81 M,,
--,HALO HALO,$0.0094,--,$3.8 M,Ethereum,"Bitget, KuCoin"
--,Omnisea OSEA,$0.0034,--,$3.79 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, ZkSync, Linea, Aptos, Harmony, Polygon zkEVM, Moonbeam, Mint",
--,Suia SUIA,$0.038,--,$3.75 M,Sui,"Bybit, KuCoin, Gate.io, Cetus"
--,Dopamine DOPE,$0.0074,--,$3.74 M,,"Bitget, MEXC, Gate.io"
--,UFORIKA FORA,$0.00053,--,$3.74 M,Polygon,"MEXC, Gate.io"
--,Architex ARCX,$0.37,--,$3.72 M,,Bilaxy
--,Bitago XBIT,$0.018,--,$3.67 M,,
--,WhiteCoin XWC,$0.0057,--,$3.66 M,,XT.COM
--,Offshift XFT,$0.3698,--,$3.66 M,Ethereum,SushiSwap
--,IQ50 IQ50,$0.0000065,--,$3.61 M,Solana,"MEXC, Gate.io, Raydium, Orca, Jupiter, XT.COM, BingX, BitMart, CoinEx"
--,Sapphire SAPP,$0.0021,--,$3.55 M,,
--,PEGO Network PG,$0.2491,--,$3.52 M,,MEXC
--,Launchblock.com LBP,$0.00033,--,$3.45 M,Ethereum,"HTX, KuCoin, BitMart"
--,Mechachain MECHA,$0.03,--,$3.41 M,Polygon,
--,UTIX UTX,$0.02,--,$3.4 M,Ethereum,BitMart
--,VectorChat CHAT,$0.033,--,$3.37 M,Ethereum,Uniswap
--,Tiny World TINC,$0.0033,--,$3.32 M,"BNB Chain, ZkSync",
--,Orao ORAO,$0.0015,--,$3.27 M,"Solana, Fuel, (soon)",Gate.io
--,NEAT NEAT,$0.056,--,$3.07 M,Near,"Gate.io, CoinEx"
--,SatoshiSync SSNC,$0.003,--,$3.06 M,Bitcoin,"MEXC, Gate.io, Uniswap"
--,SolCard SOLC,$0.03,--,$3 M,Solana,"Raydium, Orca, Jupiter, BingX"
--,Oraclechain OCT,$0.014,--,$2.97 M,EOS,BIGONE
--,UXD UXP,$0.0098,--,$2.96 M,"Solana, Arbitrum",
--,TaoBank TBANK,$0.1679,--,$2.96 M,Bittensor,"MEXC, Poloniex, Bilaxy"
--,BitStable BSSB,$0.1655,--,$2.95 M,,"HTX, MEXC, XT.COM, LBank, Poloniex, Bilaxy, CoinEx"
--,ChainX PCX,$0.1148,--,$2.94 M,,"MEXC, Gate.io"
--,WHIRL WHIRL,$0.2115,--,$2.87 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Base, ZkSync, Linea, Scroll, Manta",
--,Omega Network OMN,$0.0029,--,$2.87 M,,"OKX, Bybit, MEXC, Gate.io, XT.COM"
--,Pinnako PIKO,$0.032,--,$2.86 M,"ZkSync, Mantle, (soon)",
--,Analysoor ZERO,$0.1363,--,$2.86 M,,"HTX, Bitget, Gate.io, Raydium, Orca, Jupiter, XT.COM, BitMart, Bitrue, Poloniex, CoinEx"
--,MICE MICE,$0.0028,--,$2.84 M,Bitcoin,"HTX, Bitget, Gate.io, XT.COM, AscendEX, FameEX, CoinEx"
--,Replay RPLAY,$0.0045,--,$2.76 M,Theta,MEXC
--,Kirobo KIRO,$0.0011,--,$2.75 M,"Ethereum, Polygon, BNB Chain",QuickSwap
--,Relation REL,$0.0027,--,$2.75 M,,
--,Gameta HIP,$0.0026,--,$2.74 M,BNB Chain,"KuCoin, Gate.io"
--,XBANKING XB,$0.2365,--,$2.73 M,"Ethereum, Polygon, BNB Chain, Solana, Avalanche, Arbitrum, Optimism, StarkNet, Aptos, Near, Fantom, Aurora, Flow, Internet Computer, THORChain, Mina, Sui, Sei Network, Cosmos, Polkadot, Kusama, Acala, Tron, Mantle, Zilliqa, Stargaze, TON","MEXC, Raydium, Jupiter, XT.COM, BingX, Poloniex"
--,Aquarius Loan ARS,$0.0024,--,$2.72 M,Core DAO,BitMart
--,GPTVerse GPTV,$0.003,--,$2.7 M,BNB Chain,"Bitget, MEXC, Toolbit"
--,SOUNI SON,$0.00025,--,$2.69 M,BNB Chain,"Bybit, KuCoin, MEXC"
--,FACT0RN FACT,$12.91,--,$2.69 M,,"MEXC, XT.COM, CoinEx"
--,BAC Games BACGAMES,$0.0054,--,$2.67 M,Blast,Gate.io
--,Impermax IBEX,$0.05,--,$2.66 M,"Ethereum, Polygon, Avalanche, Arbitrum, Base, ZkSync, Fantom, Scroll, Mantle",QuickSwap
--,Qoda Finance QODA,$0.0025,--,$2.62 M,Moonriver,
--,Brewlabs BREWLABS,$0.0024,--,$2.61 M,"Ethereum, Polygon, BNB Chain",
--,NiiFi NIIFI,$0.0027,--,$2.56 M,,Gate.io
--,Reach REACH,$0.023,--,$2.54 M,,"Bitget, MEXC, Gate.io"
--,Bananatok BNA,$0.0014,--,$2.53 M,,MEXC
--,Savage SAVG,$0.0025,--,$2.53 M,Polygon,Gate.io
--,StarLaunch STARS,$0.022,--,$2.52 M,Solana,"Raydium, Jupiter"
--,Super Sushi Samurai SSS,$0.0000000037,--,$2.48 M,Blast,
--,Meta Merge MMM,$0.00028,--,$2.48 M,"BNB Chain, Linea, (testnet)","KuCoin, MEXC"
--,Dock DOCK,$0.0024,--,$2.47 M,,"KuCoin, Gate.io, BingX, CoinEx"
--,Rebase IRL,$1.59,--,$2.43 M,Solana,
--,Regen Network REGEN,$0.022,--,$2.4 M,Cosmos,Osmosis
--,Sunflower Land SFL,$0.053,--,$2.4 M,Polygon,QuickSwap
--,REAKTOR RKR,$0.000004,--,$2.38 M,,
--,Crypto Gaming United CGU,$0.0025,--,$2.36 M,,ProBit
--,Nettensor NAO,$0.025,--,$2.34 M,,"Bitget, MEXC, XT.COM, BingX, Poloniex"
--,BRCStarter BRCST,$0.095,--,$2.34 M,Bitcoin,"MEXC, Gate.io"
--,Instrumental Finance STRM,$0.0001,--,$2.33 M,Ethereum,
--,HarryPotterObamaSonic10Inu BITCOIN,$0.0000000021,--,$2.32 M,Ethereum,LBank
--,Efrogs CROAK,$0.0008,--,$2.3 M,Linea,
--,WingRiders WRT,$0.018,--,$2.29 M,Cardano,Gate.io
--,TabTrader TTT,$0.0021,--,$2.22 M,,"MEXC, Gate.io, Raydium, Orca"
--,SpaceY 2025 SPAY,$0.088,--,$2.2 M,"Ethereum, BNB Chain",Gate.io
--,KuSwap KUS,$0.0059,--,$2.19 M,KCC,
--,KGeN INDI,$0.0021,--,$2.18 M,Polygon,"Gate.io, LATOKEN, CoinEx"
--,MRHB DeFi Network MRHB,$0.0021,--,$2.16 M,,BitMart
--,LENX XD,$0.021,--,$2.14 M,"ZetaChain, (testnet)",
--,VisionGame VISION,$0.0017,--,$2.12 M,BNB Chain,"HTX, Bitget, KuCoin, MEXC"
--,Vanilla VNL,$0.019,--,$2.11 M,"Ethereum, Polygon","MEXC, LBank"
--,BabelFish FISH,$0.0045,--,$2.11 M,RSK,
--,FloorDAO FLOOR,$3.74,--,$2.11 M,Ethereum,
--,Day By Day DBD,$0.0026,--,$2.09 M,Algorand,"QuickSwap, BitMart"
--,Larix LARIX,$0.00016,--,$2.08 M,Solana,"Gate.io, Raydium, Orca, Jupiter, LATOKEN"
--,Moon App APP,$0.0045,--,$2.08 M,,"Bitget, Bybit, KuCoin, Bitfinex, MEXC, Gate.io, XT.COM, BingX, Coinone, Bilaxy, CoinEx"
--,BitCanna BCNA,$0.0036,--,$2.08 M,Cosmos,Osmosis
--,Mar3.AI MAR3,$0.00083,--,$2.05 M,,"MEXC, Gate.io"
--,EthereumFair ETHF,$0.0097,--,$2.04 M,,"HTX, Bitget, MEXC, Gate.io"
--,CurioDAO CGT,$0.02,--,$2.04 M,,Uniswap
--,Legion Network LGX,$0.0022,--,$2.03 M,,"Bybit, Gate.io"
--,Meter.io MTRG,$0.6357,--,$2.01 M,Ethereum,
--,Protectorate Protocol PRTC,$0.015,--,$2 M,Ethereum,
--,Socrates SOC,$0.3284,--,$1.96 M,"Ethereum, Polygon, BNB Chain, Arbitrum, Optimism","LBank, BingX, BitMart"
--,Bajun Network BAJU,$0.039,--,$1.96 M,Kusama,"MEXC, Gate.io"
--,Interest Protocol IPT,$0.036,--,$1.94 M,Ethereum,
--,SoBit SOBB,$0.00031,--,$1.9 M,,"Raydium, Orca, Jupiter, CoinEx"
--,MojitoSwap MJT,$0.015,--,$1.8 M,KCC,KuCoin
--,BRC App BRCT,$0.0025,--,$1.8 M,,"MEXC, Gate.io"
--,Brokkr BRO,$0.0029,--,$1.79 M,"Avalanche, THORChain",
--,Orders Exchange RDEX,$0.017,--,$1.77 M,Bitcoin,"MEXC, Gate.io, XT.COM, BitMart, Poloniex"
--,MADworld UMAD,$0.00016,--,$1.76 M,,
--,Crafting Finance CRF,$0.00084,--,$1.74 M,Near,"MEXC, Gate.io"
--,HoDooi HOD,$0.0015,--,$1.71 M,BNB Chain,"Crypto.com, Gate.io, LATOKEN, BitMart, AscendEX"
--,Globe GDT,$0.0041,--,$1.66 M,,"MEXC, Gate.io, LATOKEN"
--,Single Finance SINGLE,$0.00068,--,$1.66 M,"Arbitrum, Fantom, Cronos",Gate.io
--,NORDEK NRK,$0.00042,--,$1.65 M,,"MEXC, BitMart"
--,UpRock UPT,$0.017,--,$1.64 M,,"Orca, Jupiter"
--,AGG AGG,$0.00016,--,$1.63 M,Ethereum,"MEXC, Gate.io"
--,dHealth DHP,$0.00065,--,$1.61 M,,Osmosis
--,Hydro Protocol HOT,$0.001,--,$1.6 M,Ethereum,
--,MetaPioneers MPI,$0.00016,--,$1.6 M,BNB Chain,Gate.io
--,Synergy Land SNG,$0.016,--,$1.6 M,Polygon,QuickSwap
--,Orbit Protocol ORBIT,$0.013,--,$1.58 M,Blast,
--,Investin IVN,$0.1755,--,$1.58 M,Solana,
--,R Games RGAME,$0.0015,--,$1.57 M,"BNB Chain, Solana","MEXC, Gate.io, Raydium, BingX, BitMart"
--,Neko Network NEKO,$0.00015,--,$1.56 M,BNB Chain,MEXC
--,Trailblaze XBLAZE,$0.0037,--,$1.56 M,,MEXC
--,Ellipsis EPX,$0.00011,--,$1.53 M,BNB Chain,"Binance, KuCoin, MEXC, Gate.io, XT.COM, LBank, BingX, Bitrue, Tokocrypto, CoinEx"
--,Tonnel Network TONNEL,$1.36,--,$1.52 M,TON,
--,PLUG Chain PC,$0.000015,--,$1.51 M,,XT.COM
--,xPET xPET,$0.078,--,$1.46 M,Arbitrum,"HTX, Bitget, MEXC, Gate.io, XT.COM, BingX, BitMart, FameEX, CoinEx"
--,Stella Fantasy / Ring Games SFTY,$0.0014,--,$1.46 M,BNB Chain,Gate.io
--,Mytheria MYRA,$0.0068,--,$1.45 M,BNB Chain,Gate.io
--,RMRK RMRK,$161.21,--,$1.45 M,Polkadot,
--,SolanaPrime PRIME,$0.014,--,$1.43 M,Solana,"Raydium, Orca"
--,MetaDerby DBY,$0.0012,--,$1.41 M,Avalanche,
--,WorkX WORK,$0.1156,--,$1.4 M,,"KuCoin, MEXC, Gate.io, Bilaxy"
--,Rencom Network RNT,$0.013,--,$1.39 M,BNB Chain,
--,LynKey LYNK,$0.0013,--,$1.38 M,,LBank
--,Quoll Finance QUO,$0.0027,--,$1.37 M,BNB Chain,
--,Neva NEVA,$0.013,--,$1.35 M,Ethereum,"Uniswap, BitMart"
--,AgeOfGods AOG,$0.0038,--,$1.34 M,BNB Chain,"KuCoin, Gate.io, XT.COM, Bitrue, Coinstore"
--,BHO Network BHO,$0.00011,--,$1.31 M,,"MEXC, BitMart"
--,Algomint GOMINT,$0.0012,--,$1.31 M,Algorand,
--,XCarnival XCV,$0.001,--,$1.28 M,Ethereum,"KuCoin, MEXC, Gate.io, LATOKEN"
--,Kala Network KUDO,$0.000049,--,$1.27 M,,ProBit
--,1Sol 1SOL,$0.0098,--,$1.27 M,Solana,"Bybit, LATOKEN"
--,Winee3 WNE,$0.00015,--,$1.26 M,"Ethereum, BNB Chain",Gate.io
--,Colizeum ZEUM,$0.0013,--,$1.23 M,,Gate.io
--,CODEX CODEX,$0.012,--,$1.21 M,,
--,XEON XEON,$0.01,--,$1.19 M,,
--,PrimeDAO D2D,$0.011,--,$1.19 M,Ethereum,
--,Match Finance MATCH,$0.084,--,$1.18 M,Ethereum,
--,SEOR Network SEOR,$0.0011,--,$1.16 M,,Bybit
--,DRIFE DRF,$0.00055,--,$1.13 M,,
--,SocialSwap SST,$0.0011,--,$1.1 M,Tron,ProBit
--,Lumin Finance LUMIN,$0.136,--,$1.1 M,Arbitrum,
--,MoonDAO MOONEY,$0.00039,--,$1.08 M,Ethereum,"MEXC, Gate.io"
--,Codyfight CTOK,$0.0085,--,$1.08 M,Ethereum,Gate.io
--,99Starz STZ,$0.01,--,$1.07 M,Ethereum,Gate.io
--,BNSx BNSX,$0.05,--,$1.06 M,,"HTX, Gate.io, XT.COM, AscendEX, CoinEx"
--,Chainback ARCHIVE,$0.0011,--,$1.06 M,,
--,PRIMAL PRIMAL,$0.00021,--,$1.05 M,,"Bybit, MEXC, Gate.io, BingX"
--,Matrix MAN,$0.0007,--,$1.05 M,,
--,Sypool SYP,$0.00081,--,$1.03 M,Solana,"MEXC, Raydium, Jupiter, BitMart, AscendEX"
--,HistoryDAO HAO,$0.00098,--,$1.01 M,Polygon,"HTX, MEXC, Gate.io"
--,Aspo World ASPO,$0.0017,--,$1.01 M,BNB Chain,
--,GoWrap GWGW,$0.00036,--,$1.01 M,"Bitcoin, BNB Chain",CoinEx
--,Battle of Guardians BGS,$0.00096,--,$999.46 K,BNB Chain,Orca
--,Arbipad ARBI,$0.000099,--,$996.63 K,"BNB Chain, Arbitrum, ZkSync, Mantle","Gate.io, Uniswap"
--,Apron Network APN,$0.00085,--,$984.57 K,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Ronin, Harmony, Cronos, IoTeX, Klaytn, Evmos, Astar, Moonriver, Moonbeam, Shiden, HECO, Godwoken, RSK, Palm","MEXC, Gate.io"
--,Lillian Finance LYF,$0.0081,--,$981.23 K,,
--,WePiggy WPC,$0.000069,--,$951.99 K,"Ethereum, Polygon, BNB Chain, Arbitrum, Optimism, Aurora, Oasis, Moonriver, Moonbeam, OKC, HECO",
--,The Open Application Network AION,$0.0018,--,$947.26 K,,Bitrue
--,Elosys ELO,$0.016,--,$943.13 K,,Bilaxy
--,Arker ARKER,$0.00038,--,$927.65 K,,"KuCoin, MEXC"
--,Copycat Finance COPYCAT,$0.0045,--,$913.8 K,"BNB Chain, opBNB",
--,CryptoXpress XPRESS,$0.079,--,$901.36 K,,Gate.io
--,HyperDAO HDAO,$0.00023,--,$884.8 K,,
--,Kingdom Karnage KKT,$0.00078,--,$853.09 K,BNB Chain,
--,Newsly NEWS,$0.0074,--,$851.44 K,Ethereum,
--,MetaPhone PHONE,$0.00035,--,$836.77 K,TON,"Bitget, Gate.io"
--,ReSource Finance SOURCE,$0.0086,--,$835.44 K,Celo,Gate.io
--,AliumSwap ALM,$0.0027,--,$819.59 K,"Ethereum, Polygon, BNB Chain, Fantom, Aurora, Metis, Moonriver, Moonbeam, OKC, HECO",MEXC
--,Zoopia ZOOA,$0.0008,--,$814.89 K,Bitcoin,KuCoin
--,Spectra Chain SPCT,$0.00081,--,$811.71 K,Bitcoin,"MEXC, Uniswap, Poloniex"
--,Adamant Finance ADDY,$0.035,--,$809.11 K,Polygon,QuickSwap
--,MetaBaby BABY,$0.00081,--,$807.87 K,Ethereum,HTX
--,Aimbot AIMBOT,$0.8056,--,$805.69 K,,"Uniswap, Poloniex"
--,Ratio Finance RATIO,$0.0026,--,$802.02 K,Solana,"Gate.io, Raydium, LATOKEN"
--,Canary CNR,$0.0012,--,$800.68 K,"Avalanche, Scroll",
--,FaceDAO FACEDAO,$0.000000001,--,$800.42 K,BNB Chain,HTX
--,Abyss World AWT,$0.000063,--,$796.81 K,"Polygon, Sui","MEXC, Gate.io, XT.COM"
--,Art de Finance ADF,$0.00069,--,$793.93 K,,"Bitget, Gate.io, XT.COM, ProBit"
--,Perlin PERL,$0.00081,--,$792.45 K,"Ethereum, Polygon","Gate.io, Bitrue"
--,Trex20 TX20,$0.01,--,$788.36 K,,"MEXC, Gate.io, BingX"
--,Vee Finance VEE,$0.000058,--,$782.55 K,"Avalanche, HECO",Gate.io
--,Starpad SRP,$0.0011,--,$777.37 K,,Gate.io
--,HunnyPlay HUNNY,$0.0076,--,$768.43 K,"Polygon, BNB Chain, Avalanche, Fantom, Harmony, OKC",
--,Atem Network ATEM,$0.0038,--,$767.09 K,"Ethereum, BNB Chain, Scroll, (testnet)","KuCoin, Gate.io"
--,Amasa AMAS,$0.0035,--,$766.52 K,"IoTeX, Polygon, (soon)",
--,Weave6 WX,$0.00076,--,$765.24 K,"Ethereum, BNB Chain, ZetaChain","Gate.io, BingX"
--,MMSS MMSS,$0.036,--,$764.13 K,,"Bitget, Gate.io, BitMart, AscendEX, Poloniex, CoinEx"
--,Layer2DAO L2DAO,$0.00068,--,$753.65 K,"Ethereum, Arbitrum, Optimism",Camelot
--,DUNE404 DUNE,$72.23,--,$725.31 K,Base,
--,ISSP ISSP,$0.000065,--,$720.07 K,Sui,"KuCoin, Gate.io"
--,Chainzoom ZOOM,$0.003,--,$711.74 K,,
--,Lanify.ai LAN,$0.007,--,$701.89 K,Ethereum,"MEXC, Uniswap"
--,PLEXUS PLX,$0.001,--,$701.32 K,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Base, ZkSync, Linea, Fantom, Gnosis Chain, Aurora, Klaytn, Polygon zkEVM, Kava, Mantle",
--,CryptoArt.Ai CART,$0.0067,--,$698.47 K,Ethereum,Gate.io
--,dump.trade DUMP,$0.0059,--,$693.12 K,"Ethereum, Arbitrum, Base",
--,Sukhavati SKT,$0.0011,--,$687.64 K,,Gate.io
--,Zelwin ZLW,$0.0019,--,$686.06 K,,Gate.io
--,Hypercent HYPE,$0.068,--,$682.15 K,Kadena,
--,10n8 Little Dragon 1ON8,$0.07,--,$678.12 K,Bitcoin,"MEXC, Gate.io, BitMart"
--,The Parallel PRL,$0.00067,--,$671.32 K,BNB Chain,
--,BrightID BRIGHT,$0.023,--,$668.41 K,"Ethereum, Gnosis Chain",
--,Tipcoin TIP,$0.000057,--,$650.39 K,,"MEXC, Gate.io, LBank, BTSE"
--,Kingdomverse KING,$0.00059,--,$646.03 K,"Immutable X, (soon)","KuCoin, Gate.io"
--,Karmaverse KNOT,$0.0024,--,$644.98 K,Polygon,"Gate.io, QuickSwap"
--,Mecha Morphing MAPE,$0.0045,--,$619.47 K,BNB Chain,"Gate.io, LATOKEN"
--,Coinwind COW,$0.0073,--,$615.36 K,"Ethereum, BNB Chain",
--,Limitless Network LNT,$0.00019,--,$611.56 K,BNB Chain,
--,Cobinhood COB,$0.0006,--,$606.04 K,,
--,MegaPixAI MPIX,$0.00042,--,$595.15 K,Solana,"Raydium, Jupiter"
--,Huobi Pool HPT,$0.000059,--,$594.65 K,,
--,Revoland REVO,$0.0049,--,$593.04 K,BNB Chain,
--,Honey HONEY,$0.00053,--,$588.62 K,Solana,Orca
--,Rug Radio RUG,$0.028,--,$579.99 K,,
--,Argo ARGO,$0.00055,--,$569.73 K,Cronos,
--,HonorWorld HWT,$0.0012,--,$564.04 K,Arbitrum,
--,Duel Network DUEL,$0.022,--,$540.22 K,,
--,Ethereal ETRL,$0.0053,--,$539.48 K,,LBank
--,Animalia ANIM,$0.0042,--,$529.29 K,BNB Chain,Bitget
--,MOBLAND SYNR,$0.000049,--,$520.25 K,BNB Chain,
--,JobAi JOBAI,$0.0000000026,--,$518.56 K,BNB Chain,MEXC
--,XTREMEVERSE XTREME,$160.34,--,$515.03 K,Ethereum,
--,ZooCoin ZOO,$0.00012,--,$514.99 K,Fantom,
--,YAY Network YAY,$0.0016,--,$514.97 K,,MEXC
--,Dexioprotocol DEXI,$0.0035,--,$511.34 K,Cronos,
--,DeltaFi DELFI,$0.0005,--,$508.45 K,Solana,Gate.io
--,PECland PECL,$0.00001,--,$507.06 K,BNB Chain,
--,zkHive ZKHIVE,$0.0049,--,$497.74 K,,Uniswap
--,Kokoa Finance KOKOA,$0.00044,--,$496.73 K,Klaytn,
--,BIIS BIIS,$0.0029,--,$489.68 K,,"KuCoin, XT.COM"
--,Nekoverse ASG,$0.0034,--,$482.15 K,Ethereum,Jupiter
--,Goledo Finance GOL,$0.0015,--,$472.63 K,Conflux,
--,Komputai KAI,$0.074,--,$466.67 K,Ethereum,Bilaxy
--,RaceFi RACEFI,$0.0023,--,$463.18 K,"Solana, (soon)",Raydium
--,Lydia LYD,$0.00034,--,$458.04 K,Avalanche,
--,Unibit UIBT,$0.00033,--,$455.81 K,"Bitcoin, Ethereum, Polygon, BNB Chain, Base","MEXC, BingX"
--,DerpDEX DERP,$0.0000000031,--,$453.08 K,"Base, ZkSync, opBNB","MEXC, Gate.io, BitMart"
--,PayBit PAYBIT,$0.021,--,$448.01 K,,
--,Compendium Finance CMFI,$0.00088,--,$441.68 K,"Solana, BNB Chain, (soon)","Raydium, Orca"
--,Human Trust Protocol HUB,$0.00025,--,$440.75 K,Ethereum,
--,Biokript BKPT,$0.00077,--,$435.57 K,BNB Chain,
--,Solice SLC,$0.001,--,$429.64 K,"Aptos, (soon)","Gate.io, Raydium, Jupiter"
--,ZKX ZKX,$0.0039,--,$395.9 K,StarkNet,"Bitget, KuCoin, Gate.io, CoinEx"
--,High Performance Blockchain HPB,$0.0034,--,$394.29 K,,Gate.io
--,Ghast Protocol GHA,$2.62,--,$393.22 K,Arbitrum,
--,Fruits FRTS,$0.00001,--,$392.09 K,,"MEXC, ProBit, LBank"
--,AFKDAO AFK,$0.00025,--,$389.74 K,,Bitget
--,Lyve Finance LYVE,$0.085,--,$384.37 K,Linea,Bilaxy
--,ITSBLOC ITSB,$0.0003,--,$370 K,Polygon,Gate.io
--,KDSwap KDS,$0.0036,--,$363.93 K,Kadena,
--,GigaSwap GIGA,$0.0000033,--,$363.52 K,"Ethereum, (testnet), BNB Chain, (testnet)",
--,Axion AXN,$0.0000012,--,$363.28 K,Polygon,QuickSwap
--,Spherium Finance SPHRI,$0.003,--,$362.71 K,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Fantom, Aurora, Moonriver, Moonbeam, OKC",Gate.io
--,BisoSwap BISO,$0.0017,--,$362.34 K,,Gate.io
--,Parrot Protocol PRT,$0.00015,--,$355.03 K,Solana,"Gate.io, LATOKEN"
--,Geopoly GEO$,$0.00035,--,$354.46 K,Polygon,QuickSwap
--,xDeFi XDEX,$0.0084,--,$352.26 K,Ethereum,
--,Reboot World RBT,$0.00024,--,$351.96 K,,Gate.io
--,ReapChain REAP,$0.000056,--,$350.41 K,,Gate.io
--,Citadel FORT,$0.0058,--,$347.09 K,Base,
--,Pomerium PMR,$0.000034,--,$346.86 K,BNB Chain,
--,RazrFi SOLR,$0.025,--,$339.11 K,"Ethereum, Solana, Aptos, Sui","Gate.io, Jupiter"
--,SubDAO GOV,$0.00028,--,$333.37 K,Ethereum,Gate.io
--,Alpha5 A5T,$0.0066,--,$330.61 K,,Gate.io
--,Strip Finance STRIP,$0.0064,--,$329 K,BNB Chain,"MEXC, LATOKEN"
--,PembRock Finance PEM,$0.00017,--,$326.49 K,Near,
--,Rebus REBUS,$0.00081,--,$318 K,"Cosmos, (soon)","MEXC, Osmosis, BitMart"
--,Boy X Highspeed BXH,$0.0014,--,$317.01 K,"BNB Chain, HECO",Gate.io
--,Meeiro MEE,$0.0063,--,$314.43 K,Aptos,
--,Hepton HTE,$0.00025,--,$311.09 K,,MEXC
--,Athena Finance ATH,$0.0054,--,$308.86 K,Metis,
--,MetaverseX METAX,$0.014,--,$303.06 K,BNB Chain,Gate.io
--,Equilibrium EQ,$0.000022,--,$301.33 K,Polkadot,"MEXC, Gate.io"
--,Vinci Protocol VCI,$0.00022,--,$301.01 K,"Ethereum, Arbitrum",Gate.io
--,Liquis LIQ,$0.0053,--,$293.33 K,Ethereum,
--,Vader Protocol VADER,$0.00001,--,$290.17 K,Ethereum,Gate.io
--,Lemon Terminal LEMON,$0.026,--,$288.64 K,,
--,GoodDollar G$,$0.00004,--,$277.63 K,"Ethereum, Celo, Fuse",
--,DeFine DFA,$0.00054,--,$275.15 K,"Ethereum, Polygon, Klaytn, Tron","Gate.io, LATOKEN"
--,Bunicorn BUNI,$0.0023,--,$271.71 K,BNB Chain,
--,SHIELD PROTOCOL SHIELD,$0.1974,--,$270.4 K,BNB Chain,
--,EmiSwap ESW,$0.0013,--,$267.29 K,"Ethereum, Polygon, Avalanche, Aurora, Astar, KCC, GateChain",
--,Solster STR,$0.0025,--,$264.91 K,Solana,Raydium
--,Bitonite BIT,$0.0026,--,$264.75 K,BNB Chain,
--,PandaDAO PANDA,$0.0072,--,$264.16 K,Ethereum,MEXC
--,Frutti Dino FDT,$0.00025,--,$259.2 K,"BNB Chain, (soon)","HTX, Gate.io"
--,Infinity Games ING,$0.000044,--,$259.18 K,BNB Chain,"HTX, MEXC, Gate.io"
--,GRNGrid G,$0.00012,--,$249.97 K,,LATOKEN
--,Flash Protocol FLASH,$0.00036,--,$247.31 K,Bitcoin,"MEXC, Gate.io"
--,Zeepr ZEEP,$0.0000022,--,$235.46 K,Arbitrum,"Gate.io, Orca"
--,Pacific PAF,$0.0002,--,$227.52 K,"BNB Chain, HECO",Gate.io
--,AQUANEE AQDC,$0.00021,--,$226.74 K,BNB Chain,Gate.io
--,Bear Finance BEAR,$0.00000036,--,$221.87 K,Fantom,
--,Crypto Fight Club FIGHT,$0.00021,--,$216.51 K,BNB Chain,
--,Space Misfits SMCW,$0.0011,--,$212.41 K,BNB Chain,HTX
--,DeHorizon DEVT,$0.00075,--,$212.29 K,,"Bybit, LATOKEN"
--,Freela FREL,$0.00021,--,$209.93 K,Polygon,AscendEX
--,Swaperry PERRY,$0.001,--,$208.66 K,Polkadot,
--,SappChat APP,$0.00019,--,$199.97 K,,
--,GoDID BDID,$0.00042,--,$199.84 K,Ethereum,"Uniswap, Bitrue"
--,TrustPad TPAD,$0.1971,--,$197.11 K,"Ethereum, Polygon, BNB Chain, Solana, Avalanche, Arbitrum, Fantom",Uniswap
--,Wolf Game WOOL,$0.0021,--,$196.3 K,Ethereum,
--,IoTeXPad TEX,$0.0019,--,$196.21 K,IoTeX,
